AIS,DATA,HORA,MUNICÍPIO,INDICIADO GÊNERO,INDICIADO IDADE,RELACIONAMENTO
AIS 13,2020-10-08,09:00:00,Cascavel,Masculino,57,Não Informado
AIS 23,2020-10-09,11:40:00,Paracuru,Masculino,71,Não Informado
AIS 09,2020-10-10,10:00:00,Fortaleza,Masculino,25,Não Informado
AIS 17,2020-10-11,11:19:00,Itarema,Masculino,39,Não Informado
AIS 21,2020-10-11,22:00:00,Icó,Masculino,32,Não Informado
AIS 11,2020-10-12,23:01:00,Caucaia,Masculino,35,Não Informado
AIS 14,2020-10-13,16:45:00,Graça,Masculino,Não informado,Não Informado
AIS 17,2020-10-14,13:00:00,Miraíma,Masculino,24,Não Informado
AIS 06,2020-10-15,08:30:00,Fortaleza,Masculino,25,Não Informado
AIS 17,2020-10-15,19:20:00,Itapipoca,Masculino,26,Não Informado
AIS 19,2020-10-17,20:00:00,Santana do Cariri,Masculino,38,Não Informado
AIS 19,2020-10-17,20:00:00,Santana do Cariri,Masculino,34,Não Informado
AIS 25,2020-10-20,14:00:00,Pacajus,Masculino,19,Não Informado
AIS 16,2020-10-22,10:00:00,Pires Ferreira,Masculino,28,Não Informado
AIS 16,2020-10-22,10:00:00,Pires Ferreira,Masculino,23,Não Informado
AIS 01,2020-10-23,13:51:00,Fortaleza,Masculino,43,Não Informado
AIS 20,2020-10-24,20:30:00,Morada Nova,Masculino,Não informado,Não Informado
AIS 02,2020-10-25,01:00:00,Fortaleza,Masculino,38,Outros
AIS 03,2020-10-25,17:30:00,Fortaleza,Masculino,50,Não Informado
AIS 20,2020-10-25,22:00:00,Solonópole,Masculino,46,Não Informado
AIS 19,2020-10-27,11:00:00,Juazeiro do Norte,Masculino,30,Não Informado
AIS 07,2020-10-29,15:30:00,Fortaleza,Masculino,38,Não Informado
AIS 20,2020-10-31,00:00:00,Quixeramobim,Masculino,71,Não Informado
AIS 16,2020-10-31,10:30:00,Varjota,Masculino,40,Não Informado
AIS 20,2020-10-31,23:30:00,Senador Pompeu,Masculino,41,Pai
AIS 19,2020-11-03,12:00:00,Aurora,Masculino,38,Não Informado
AIS 03,2020-11-06,11:30:00,Fortaleza,Masculino,19,Não Informado
AIS 19,2020-11-08,04:00:00,Milagres,Feminino,Não informado,Não Informado
AIS 22,2020-11-08,15:00:00,Catarina,Masculino,33,Não Informado
AIS 19,2020-11-11,12:00:00,Mauriti,Masculino,53,Não Informado
AIS 16,2020-11-14,10:00:00,Monsenhor Tabosa,Masculino,15,Não Informado
AIS 19,2020-11-15,14:00:00,Juazeiro do Norte,Masculino,26,Não Informado
AIS 17,2020-11-17,15:00:00,Amontada,Masculino,68,Não Informado
AIS 19,2020-11-17,15:30:00,Penaforte,Masculino,55,Não Informado
AIS 14,2020-11-20,10:00:00,São Benedito,Masculino,22,Não Informado
AIS 19,2020-11-20,22:00:00,Juazeiro do Norte,Masculino,23,Padrasto
AIS 14,2020-11-21,07:00:00,Cariré,Masculino,43,Não Informado
AIS 16,2020-11-22,03:00:00,Pires Ferreira,Masculino,24,Não Informado
AIS 20,2020-11-22,14:00:00,Quixeramobim,Masculino,35,Não Informado
AIS 17,2020-11-23,17:00:00,Umirim,Masculino,60,Não Informado
AIS 02,2020-11-26,18:00:00,Fortaleza,Masculino,22,Não Informado
AIS 06,2020-11-28,22:30:00,Fortaleza,Masculino,38,Não Informado
AIS 21,2020-12-03,11:00:00,Cariús,Masculino,51,Não Informado
AIS 19,2020-12-09,09:30:00,Porteiras,Masculino,18,Não Informado
AIS 05,2020-12-12,10:20:00,Fortaleza,Masculino,50,Não Informado
AIS 22,2020-12-13,10:00:00,Arneiroz,Masculino,24,Não Informado
AIS 07,2020-12-15,13:30:00,Fortaleza,Masculino,42,Não Informado
AIS 17,2020-12-17,08:30:00,Amontada,Masculino,Não informado,Não Informado
AIS 16,2020-12-22,12:16:25,Ipu,Masculino,52,Não Informado
AIS 14,2020-12-22,19:40:00,Tianguá,Masculino,54,Não Informado
AIS 21,2020-12-28,22:20:00,Icó,Masculino,41,Outros
AIS 01,2020-12-29,00:00:00,Fortaleza,Masculino,49,Não Informado
AIS 06,2021-01-01,10:00:00,Fortaleza,Masculino,24,Não Informado
AIS 14,2021-01-02,09:00:00,Camocim,Masculino,18,Não Informado
AIS 21,2021-01-02,18:00:00,Icó,Masculino,47,Não Informado
AIS 17,2021-01-04,04:00:00,Amontada,Masculino,36,Não Informado
AIS 14,2021-01-04,09:20:00,Granja,Masculino,Não informado,Tio(a)
AIS 19,2021-01-04,14:30:00,Penaforte,Masculino,62,Não Informado
AIS 21,2021-01-09,18:00:00,Várzea Alegre,Masculino,80,Não Informado
AIS 22,2021-01-10,10:30:00,Catarina,Masculino,35,Não Informado
AIS 16,2021-01-11,06:00:00,Ipaporanga,Masculino,42,Não Informado
AIS 17,2021-01-12,10:00:00,Bela Cruz,Masculino,21,Não Informado
AIS 20,2021-01-13,10:00:00,Quixadá,Masculino,46,Não Informado
AIS 14,2021-01-14,13:00:00,São Benedito,Masculino,44,Não Informado
AIS 19,2021-01-14,20:00:00,Salitre,Masculino,38,Não Informado
AIS 11,2021-01-16,18:30:00,Caucaia,Masculino,33,Não Informado
AIS 12,2021-01-18,22:25:00,Maracanaú,Masculino,55,Não Informado
AIS 16,2021-01-19,11:00:00,Catunda,Masculino,41,Não Informado
AIS 15,2021-01-25,12:00:00,Barreira,Masculino,41,Não Informado
AIS 22,2021-01-28,13:00:00,Mombaça,Masculino,52,Não Informado
AIS 17,2021-02-02,18:00:00,Itapipoca,Masculino,55,Não Informado
AIS 16,2021-02-03,09:00:00,Ipueiras,Masculino,44,Não Informado
AIS 10,2021-02-04,09:30:00,Fortaleza,Masculino,21,Não Informado
AIS 06,2021-02-06,14:00:00,Fortaleza,Masculino,38,Não Informado
AIS 14,2021-02-09,09:00:00,Sobral,Masculino,17,Não Informado
AIS 14,2021-02-11,14:00:00,Sobral,Masculino,16,Não Informado
AIS 14,2021-02-14,12:30:00,Frecheirinha,Masculino,45,Não Informado
AIS 12,2021-02-15,20:14:00,Maracanaú,Masculino,33,Não Informado
AIS 15,2021-02-16,09:40:00,Canindé,Masculino,48,Não Informado
AIS 21,2021-02-21,12:00:00,Ipaumirim,Masculino,37,Não Informado
AIS 19,2021-02-22,18:00:00,Milagres,Masculino,15,Não Informado
AIS 19,2021-02-22,18:00:00,Milagres,Masculino,14,Não Informado
AIS 16,2021-02-26,15:00:00,Crateús,Masculino,66,Não Informado
AIS 16,2021-03-02,19:00:00,Crateús,Masculino,58,Não Informado
AIS 18,2021-03-03,10:00:00,Beberibe,Masculino,27,Não Informado
AIS 14,2021-03-03,16:00:00,Camocim,Masculino,81,Não Informado
AIS 20,2021-03-04,18:30:00,Milhã,Masculino,69,Não Informado
AIS 21,2021-03-07,15:00:00,Várzea Alegre,Masculino,13,Não Informado
AIS 14,2021-03-07,21:00:00,Ibiapina,Masculino,34,Não Informado
AIS 19,2021-03-10,02:00:00,Penaforte,Masculino,39,Não Informado
AIS 19,2021-03-15,18:00:00,Juazeiro do Norte,Masculino,25,Não Informado
AIS 17,2021-03-18,11:00:00,Itarema,Masculino,51,Não Informado
AIS 15,2021-03-25,10:00:00,Boa Viagem,Masculino,28,Não Informado
AIS 07,2021-03-29,17:00:00,Fortaleza,Masculino,18,Não Informado
AIS 01,2021-04-01,00:00:00,Fortaleza,Masculino,58,Não Informado
AIS 17,2021-04-03,17:00:00,Amontada,Masculino,11,Não Informado
AIS 14,2021-04-11,13:40:00,Tianguá,Masculino,45,Não Informado
AIS 12,2021-04-11,19:43:00,Maracanaú,Masculino,42,Não Informado
AIS 21,2021-04-12,14:30:00,Ipaumirim,Masculino,59,Não Informado
AIS 15,2021-04-14,15:30:00,Boa Viagem,Masculino,40,Não Informado
AIS 17,2021-04-16,14:00:00,Itapipoca,Masculino,24,Não Informado
AIS 18,2021-04-18,23:00:00,Limoeiro do Norte,Masculino,27,Não Informado
AIS 18,2021-04-20,09:00:00,Aracati,Masculino,38,Não Informado
AIS 20,2021-04-26,08:00:00,Senador Pompeu,Masculino,19,Não Informado
AIS 22,2021-04-26,16:00:00,Mombaça,Masculino,31,Não Informado
AIS 09,2021-04-27,19:30:00,Fortaleza,Masculino,68,Não Informado
AIS 21,2021-05-02,21:00:00,Saboeiro,Masculino,52,Não Informado
AIS 04,2021-05-05,20:28:00,Fortaleza,Masculino,68,Não Informado
AIS 14,2021-05-06,08:00:00,Granja,Masculino,37,Não Informado
AIS 19,2021-05-06,16:30:00,Juazeiro do Norte,Masculino,25,Não Informado
AIS 19,2021-05-07,18:45:00,Jardim,Masculino,21,Não Informado
AIS 21,2021-05-09,19:30:00,Iguatu,Masculino,46,Não Informado
AIS 15,2021-05-10,20:30:00,Boa Viagem,Masculino,25,Namorado(a)
AIS 18,2021-05-10,22:00:00,Limoeiro do Norte,Masculino,36,Não Informado
AIS 14,2021-05-11,21:00:00,Groaíras,Masculino,33,Não Informado
AIS 17,2021-05-13,10:30:00,Acaraú,Masculino,19,Não Informado
AIS 07,2021-05-14,14:30:00,Fortaleza,Masculino,53,Outros
AIS 13,2021-05-14,16:30:00,Cascavel,Masculino,50,Não Informado
AIS 21,2021-05-15,22:00:00,Cedro,Masculino,38,Não Informado
AIS 03,2021-05-16,20:00:00,Fortaleza,Masculino,37,Não Informado
AIS 08,2021-05-18,00:20:00,Fortaleza,Masculino,24,Não Informado
AIS 20,2021-05-18,08:30:00,Jaguaretama,Masculino,36,Não Informado
AIS 12,2021-05-23,04:30:00,Maracanaú,Masculino,25,Não Informado
AIS 14,2021-05-26,14:00:00,Sobral,Masculino,28,Não Informado
AIS 14,2021-05-27,19:30:00,Sobral,Masculino,51,Não Informado
AIS 17,2021-05-31,20:00:00,Acaraú,Masculino,71,Não Informado
AIS 21,2021-06-01,14:00:00,Iguatu,Masculino,38,Não Informado
AIS 17,2021-06-06,09:15:00,Tejuçuoca,Masculino,44,Não Informado
AIS 07,2021-06-07,03:00:00,Fortaleza,Masculino,17,Não Informado
AIS 15,2021-06-07,08:30:00,Baturité,Masculino,47,Não Informado
AIS 14,2021-06-07,10:00:00,Sobral,Masculino,39,Não Informado
AIS 14,2021-06-07,10:00:00,Sobral,Feminino,32,Não Informado
AIS 12,2021-06-09,13:30:00,Maracanaú,Masculino,52,Não Informado
AIS 11,2021-06-10,19:00:00,Caucaia,Masculino,72,Não Informado
AIS 06,2021-06-14,19:09:00,Fortaleza,Masculino,35,Não Informado
AIS 16,2021-06-14,21:00:00,Varjota,Masculino,60,Não Informado
AIS 07,2021-06-18,10:30:00,Fortaleza,Masculino,67,Não Informado
AIS 05,2021-06-18,18:00:00,Fortaleza,Masculino,37,Não Informado
AIS 17,2021-06-19,20:30:00,Acaraú,Masculino,19,Não Informado
AIS 18,2021-06-21,13:30:00,Icapuí,Masculino,54,Não Informado
AIS 21,2021-06-23,05:00:00,Jucás,Masculino,33,Não Informado
AIS 09,2021-06-23,13:31:59,Fortaleza,Masculino,22,Não Informado
AIS 14,2021-06-23,22:00:00,Pacujá,Masculino,22,Não Informado
AIS 19,2021-06-29,10:00:00,Assaré,Masculino,35,Não Informado
AIS 15,2021-07-03,17:00:00,Boa Viagem,Masculino,61,Não Informado
AIS 14,2021-07-06,19:00:00,Camocim,Masculino,16,Não Informado
AIS 14,2021-07-07,01:00:00,Croatá,Masculino,35,Não Informado
AIS 19,2021-07-08,18:00:00,Juazeiro do Norte,Masculino,40,Não Informado
AIS 19,2021-07-09,14:00:00,Jati,Masculino,22,Não Informado
AIS 16,2021-07-09,20:00:00,Crateús,Masculino,24,Não Informado
AIS 19,2021-07-11,06:00:00,Milagres,Masculino,20,Não Informado
AIS 20,2021-07-11,08:00:00,Morada Nova,Masculino,26,Não Informado
AIS 17,2021-07-11,15:00:00,Itapajé,Masculino,30,Não Informado
AIS 19,2021-07-11,18:00:00,Missão Velha,Masculino,45,Não Informado
AIS 11,2021-07-12,17:30:00,Caucaia,Masculino,50,Não Informado
AIS 22,2021-07-14,15:30:00,Piquet Carneiro,Masculino,30,Não Informado
AIS 22,2021-07-14,15:30:00,Piquet Carneiro,Feminino,Não informado,Não Informado
AIS 14,2021-07-19,01:09:00,Moraújo,Masculino,39,Não Informado
AIS 16,2021-07-20,07:00:00,Tamboril,Masculino,42,Não Informado
AIS 01,2021-07-20,11:30:00,Fortaleza,Masculino,63,Não Informado
AIS 14,2021-07-22,11:30:00,Ubajara,Masculino,70,Não Informado
AIS 21,2021-07-24,08:00:00,Baixio,Masculino,24,Não Informado
AIS 22,2021-07-26,11:46:00,Mombaça,Masculino,50,Não Informado
AIS 16,2021-07-27,07:00:00,Tamboril,Masculino,63,Não Informado
AIS 23,2021-07-27,09:00:00,Trairi,Masculino,48,Não Informado
AIS 05,2021-07-30,20:10:00,Fortaleza,Masculino,17,Não Informado
AIS 09,2021-08-03,09:00:00,Fortaleza,Masculino,58,Não Informado
AIS 14,2021-08-03,19:00:00,Chaval,Masculino,44,Não Informado
AIS 13,2021-08-04,10:00:00,Eusébio,Masculino,40,Não Informado
AIS 19,2021-08-04,20:30:00,Campos Sales,Masculino,19,Não Informado
AIS 19,2021-08-08,19:00:00,Crato,Masculino,21,Não Informado
AIS 14,2021-08-08,23:45:00,Sobral,Masculino,20,Não Informado
AIS 19,2021-08-09,10:00:00,Brejo Santo,Masculino,27,Não Informado
AIS 06,2021-08-09,11:00:00,Fortaleza,Masculino,46,Não Informado
AIS 16,2021-08-10,15:00:00,Monsenhor Tabosa,Masculino,68,Não Informado
AIS 21,2021-08-10,16:00:00,Granjeiro,Masculino,41,Não Informado
AIS Não Identificada (Fortaleza),2021-08-12,08:00:00,Fortaleza,Masculino,66,Não Informado
AIS 14,2021-08-12,09:00:00,Senador Sá,Masculino,24,Não Informado
AIS 15,2021-08-12,10:00:00,Baturité,Masculino,33,Não Informado
AIS 03,2021-08-13,08:00:00,Fortaleza,Masculino,58,Não Informado
AIS 14,2021-08-14,23:57:00,Sobral,Masculino,46,Não Informado
AIS 14,2021-08-16,13:00:00,Cariré,Masculino,20,Não Informado
AIS 16,2021-08-17,14:30:00,Ipaporanga,Masculino,44,Pai
AIS 25,2021-08-18,21:30:00,Horizonte,Masculino,17,Não Informado
AIS 14,2021-08-19,07:20:00,Sobral,Masculino,15,Não Informado
AIS 06,2021-08-19,10:00:00,Fortaleza,Masculino,69,Não Informado
AIS 11,2021-08-19,18:30:00,Caucaia,Masculino,55,Não Informado
AIS 14,2021-08-21,09:00:00,Coreaú,Masculino,31,Não Informado
AIS 22,2021-08-22,02:20:00,Piquet Carneiro,Masculino,37,Não Informado
AIS 22,2021-08-22,02:20:00,Piquet Carneiro,Masculino,22,Não Informado
AIS 14,2021-08-23,09:00:00,Groaíras,Masculino,53,Não Informado
AIS 23,2021-08-23,18:30:00,Trairi,Masculino,31,Não Informado
AIS 20,2021-08-30,09:30:00,Milhã,Masculino,35,Não Informado
AIS 18,2021-08-31,13:20:00,Russas,Masculino,21,Não Informado
AIS Não Identificada (Fortaleza),2021-09-03,08:00:00,Fortaleza,Masculino,67,Não Informado
AIS 17,2021-09-04,19:00:00,Irauçuba,Masculino,40,Não Informado
AIS 16,2021-09-05,13:00:00,Crateús,Masculino,19,Namorado(a)
AIS 19,2021-09-06,22:00:00,Caririaçu,Masculino,31,Não Informado
AIS 14,2021-09-08,18:30:00,Sobral,Masculino,33,Não Informado
AIS 14,2021-09-08,18:30:00,Sobral,Masculino,33,Não Informado
AIS 14,2021-09-12,21:00:00,São Benedito,Feminino,41,Não Informado
AIS 14,2021-09-12,21:00:00,São Benedito,Masculino,29,Não Informado
AIS 14,2021-09-12,21:00:00,São Benedito,Masculino,29,Não Informado
AIS 14,2021-09-12,21:00:00,São Benedito,Feminino,34,Não Informado
AIS 14,2021-09-12,21:00:00,São Benedito,Masculino,19,Não Informado
AIS 17,2021-09-13,10:00:00,Umirim,Masculino,20,Não Informado
AIS 14,2021-09-14,03:00:00,Viçosa do Ceará,Masculino,71,Não Informado
AIS 19,2021-09-15,08:00:00,Barbalha,Feminino,18,Não Informado
AIS 07,2021-09-16,19:00:00,Fortaleza,Masculino,13,Não Informado
AIS 20,2021-09-19,00:30:00,Senador Pompeu,Masculino,51,Não Informado
AIS 08,2021-09-19,01:40:00,Fortaleza,Masculino,63,Não Informado
AIS 18,2021-09-20,10:30:17,Aracati,Masculino,40,Não Informado
AIS 14,2021-09-20,12:00:00,Coreaú,Masculino,26,Não Informado
AIS 02,2021-09-21,20:50:00,Fortaleza,Masculino,55,Não Informado
AIS 16,2021-09-22,00:00:00,Crateús,Masculino,53,Pai
AIS 22,2021-09-23,08:00:00,Parambu,Masculino,55,Não Informado
AIS 25,2021-10-01,12:00:00,Itaitinga,Masculino,Não informado,Não Informado
AIS 19,2021-10-01,13:00:00,Barbalha,Masculino,40,Não Informado
AIS 21,2021-10-02,05:00:00,Acopiara,Masculino,18,Não Informado
AIS 19,2021-10-02,14:00:00,Jardim,Masculino,44,Irmã(o)
AIS 19,2021-10-02,20:57:00,Milagres,Masculino,67,Não Informado
AIS 19,2021-10-02,20:57:00,Milagres,Masculino,36,Não Informado
AIS 13,2021-10-03,09:00:00,Pindoretama,Masculino,57,Não Informado
AIS 21,2021-10-03,21:30:00,Cedro,Feminino,46,Não Informado
AIS 21,2021-10-03,21:30:00,Cedro,Masculino,41,Não Informado
AIS 07,2021-10-04,00:30:00,Fortaleza,Masculino,46,Não Informado
AIS 15,2021-10-11,11:00:00,Baturité,Masculino,65,Não Informado
AIS 14,2021-10-11,11:50:00,Sobral,Masculino,14,Não Informado
AIS 04,2021-10-11,17:00:00,Fortaleza,Masculino,46,Não Informado
AIS 18,2021-10-14,07:30:00,Russas,Masculino,17,Não Informado
AIS 18,2021-10-14,18:30:00,Palhano,Masculino,43,Não Informado
AIS 13,2021-10-17,04:00:00,Cascavel,Masculino,28,Não Informado
AIS 16,2021-10-19,09:30:00,Crateús,Masculino,20,Não Informado
AIS 14,2021-10-22,20:00:00,Sobral,Feminino,44,Não Informado
AIS 19,2021-10-24,17:30:00,Porteiras,Masculino,51,Não Informado
AIS 03,2021-10-26,18:00:00,Fortaleza,Masculino,61,Não Informado
AIS 11,2021-10-29,08:30:00,Caucaia,Masculino,42,Não Informado
AIS 07,2021-11-01,10:30:00,Fortaleza,Masculino,36,Pai
AIS 19,2021-11-01,16:00:00,Brejo Santo,Masculino,48,Não Informado
AIS 19,2021-11-03,09:00:00,Brejo Santo,Masculino,52,Não Informado
AIS 14,2021-11-05,06:00:00,Massapê,Masculino,34,Não Informado
AIS 19,2021-11-05,18:15:00,Assaré,Masculino,27,Não Informado
AIS 18,2021-11-05,19:00:00,Aracati,Masculino,48,Não Informado
AIS 19,2021-11-06,19:30:00,Juazeiro do Norte,Masculino,52,Não Informado
AIS 20,2021-11-06,23:50:00,Quixeramobim,Masculino,23,Não Informado
AIS 14,2021-11-08,09:15:00,Massapê,Masculino,45,Não Informado
AIS 24,2021-11-08,18:00:00,Maranguape,Masculino,28,Não Informado
AIS 20,2021-11-13,19:00:00,Quixadá,Masculino,79,Não Informado
AIS 21,2021-11-17,20:00:00,Iguatu,Masculino,48,Não Informado
AIS 02,2021-11-21,10:15:00,Fortaleza,Masculino,14,Não Informado
AIS 21,2021-11-22,19:30:00,Várzea Alegre,Masculino,20,Não Informado
AIS 13,2021-11-23,09:43:00,Cascavel,Masculino,28,Não Informado
AIS 17,2021-12-01,19:00:00,Acaraú,Masculino,41,Não Informado
AIS 21,2021-12-07,08:00:00,Cedro,Masculino,24,Não Informado
AIS 20,2021-12-07,14:30:00,Quixeramobim,Masculino,33,Não Informado
AIS 16,2021-12-07,23:00:00,Crateús,Masculino,27,Pai
AIS 14,2021-12-08,14:00:00,Sobral,Masculino,32,Não Informado
AIS 16,2021-12-09,20:00:00,Ipu,Masculino,21,Não Informado
AIS 13,2021-12-12,20:00:00,Cascavel,Masculino,37,Não Informado
AIS 21,2021-12-13,12:00:00,Iguatu,Masculino,55,Não Informado
AIS 19,2021-12-14,08:00:00,Juazeiro do Norte,Masculino,53,Não Informado
AIS 17,2021-12-14,10:01:00,Amontada,Masculino,Não informado,Não Informado
AIS 21,2021-12-17,15:30:00,Ipaumirim,Masculino,16,Não Informado
AIS 15,2021-12-17,20:00:00,Madalena,Masculino,20,Não Informado
AIS 14,2021-12-22,12:00:00,Camocim,Masculino,58,Não Informado
AIS 19,2021-12-25,08:40:00,Juazeiro do Norte,Masculino,32,Não Informado
AIS 21,2021-12-26,19:30:00,Iguatu,Masculino,29,Outros
AIS 02,2021-12-31,20:20:00,Fortaleza,Masculino,36,Não Informado
AIS 18,2022-01-01,01:00:00,Jaguaribe,Masculino,39,Não Informado
AIS 15,2022-01-02,17:30:00,Baturité,Masculino,59,Não Informado
AIS 20,2022-01-05,16:40:00,Banabuiú,Masculino,30,Não Informado
AIS 17,2022-01-05,23:00:00,Bela Cruz,Masculino,38,Não Informado
AIS 14,2022-01-09,20:00:00,Sobral,Masculino,39,Não Informado
AIS 14,2022-01-10,15:00:00,Camocim,Masculino,32,Não Informado
AIS 17,2022-01-12,08:40:00,Miraíma,Masculino,36,Não Informado
AIS 17,2022-01-12,08:40:00,Miraíma,Feminino,37,Não Informado
AIS 12,2022-01-13,17:30:00,Maracanaú,Masculino,51,Não Informado
AIS 02,2022-01-16,23:30:00,Fortaleza,Masculino,55,Não Informado
AIS 16,2022-01-19,11:30:00,Ipu,Masculino,44,Não Informado
AIS 17,2022-01-20,12:00:00,Itapipoca,Masculino,21,Cônjuge/Companheiro
AIS 11,2022-01-22,10:30:00,Caucaia,Masculino,25,Não Informado
AIS 16,2022-01-23,06:30:00,Santa Quitéria,Masculino,28,Não Informado
AIS 21,2022-01-24,12:00:00,Orós,Masculino,71,Não Informado
AIS 16,2022-01-26,13:00:00,Ipu,Masculino,54,Não Informado
AIS 18,2022-01-29,08:47:00,Alto Santo,Feminino,20,Não Informado
AIS 02,2022-01-31,05:30:00,Fortaleza,Masculino,39,Não Informado
AIS 14,2022-02-03,09:00:00,Ubajara,Masculino,41,Não Informado
AIS 19,2022-02-05,18:30:00,Brejo Santo,Masculino,46,Não Informado
AIS 13,2022-02-08,16:00:00,Cascavel,Masculino,24,Não Informado
AIS 02,2022-02-09,18:20:00,Fortaleza,Masculino,29,Não Informado
AIS 20,2022-02-12,08:30:00,Senador Pompeu,Masculino,61,Não Informado
AIS 17,2022-02-19,20:00:00,Itapajé,Masculino,21,Não Informado
AIS 21,2022-02-20,09:00:00,Iguatu,Masculino,37,Não Informado
AIS 17,2022-02-22,11:30:00,Amontada,Masculino,41,Não Informado
AIS 19,2022-02-25,21:30:00,Aurora,Masculino,31,Não Informado
AIS 22,2022-03-01,15:00:00,Piquet Carneiro,Masculino,16,Não Informado
AIS 19,2022-03-02,13:00:00,Juazeiro do Norte,Masculino,55,Não Informado
AIS 19,2022-03-06,18:00:00,Milagres,Masculino,32,Não Informado
AIS 17,2022-03-08,12:00:00,Irauçuba,Masculino,Não informado,Não Informado
AIS 17,2022-03-08,12:00:00,Irauçuba,Masculino,43,Não Informado
AIS 04,2022-03-08,15:30:00,Fortaleza,Masculino,75,Não Informado
AIS 17,2022-03-09,15:00:00,Uruburetama,Masculino,34,Não Informado
AIS 17,2022-03-09,18:20:00,Apuiarés,Masculino,62,Não Informado
AIS 19,2022-03-10,18:00:00,Brejo Santo,Masculino,35,Não Informado
AIS 19,2022-03-10,18:00:00,Brejo Santo,Masculino,35,Não Informado
AIS 22,2022-03-13,00:00:00,Tauá,Masculino,35,Filho(a)
AIS 18,2022-03-13,18:30:00,Aracati,Masculino,71,Não Informado
AIS 12,2022-03-13,20:20:00,Maracanaú,Masculino,37,Não Informado
AIS 14,2022-03-16,09:00:00,Ubajara,Masculino,66,Não Informado
AIS 16,2022-03-16,16:00:00,Santa Quitéria,Masculino,56,Não Informado
AIS 17,2022-03-17,12:45:00,Bela Cruz,Masculino,57,Não Informado
AIS 25,2022-03-18,08:00:00,Pacajus,Masculino,34,Não Informado
AIS 14,2022-03-18,15:46:00,Tianguá,Masculino,45,Não Informado
AIS 19,2022-03-19,15:00:00,Juazeiro do Norte,Masculino,36,Não Informado
AIS 16,2022-03-20,20:00:00,Independência,Masculino,24,Não Informado
AIS 16,2022-03-20,22:00:00,Independência,Masculino,24,Outros
AIS 21,2022-03-21,16:40:00,Iguatu,Masculino,46,Não Informado
AIS 08,2022-03-21,19:30:00,Fortaleza,Masculino,23,Não Informado
AIS 14,2022-03-24,14:00:00,Camocim,Masculino,46,Não Informado
AIS 14,2022-03-24,20:10:00,Camocim,Masculino,79,Não Informado
AIS 15,2022-03-26,09:30:00,Boa Viagem,Masculino,80,Não Informado
AIS 15,2022-03-26,09:30:00,Boa Viagem,Masculino,80,Não Informado
AIS 25,2022-03-26,23:00:00,Horizonte,Masculino,13,Não Informado
AIS 14,2022-04-03,20:30:00,Graça,Masculino,32,Não Informado
AIS 11,2022-04-04,20:20:00,Caucaia,Masculino,21,Não Informado
